UE,Cross,F3.4 Surco,Column,Row,Cod,No,Adap. M *F4.5,family,f1.2,f2.3,f3.4,p1,p2,p3,p4,ID,Ambient.Humidity,Ambient.Temperature,ECSt.mAU,gH.,Leaf.Angle,Leaf.Temperature.Differential,LEF,Light.Intensity..PAR.,NPQt,Phi2,PhiNO,PhiNPQ,PS1.Active.Centers,PS1.Open.Centers,PS1.Over.Reduced.Centers,PS1.Oxidized.Centers,Relative.Chlorophyll,Thickness,vH.,date,time,Tratamiento,Genotipo,absorbance_940,Ambient.Pressure,B,ECS_tau,FmPrime,FoPrime,Fs,FvP_over_FmP,G,kP700,Leaf.Temperature,P700_DIRK_ampl,qL,R,thick2,thick3,thick4,Time.of.Day,tP700,v_initial_P700,value1,value2,value3,Latitude,Longitude,Family,Phi_index,Phi_in_ev,chl_ev,LTD_ev,NPQt_ev,thic_ev,li_count,hi_count,na_count,Final_eval,Carga,f1_2,f2_3,f3_4,Adap. M *F4.5 F
347,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/004F1-01C-01C:[01C, 02C]",1498.0,11,28,QINT,19110-004,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,004F1,01C,01C,VAP 1,G 40287,SEF 10,SMR 155,1479076.0,54.149,36.96,0.00054,232.145,30.768,-3.77,117.3276135,427.423,0.555,0.61,0.251,0.139,2.254,0.487,-0.068,0.581,44.69,0.59,0.125,2019-10-23,PM,INV_IZQUIERDA,347.0,0.454,901.965,1622.4,0.0043,1526.87,369.0,595.33,0.758,1616.6,213.6711,33.19,0.00019,0.499,2910.2,0.59,0.57,0.53,13.8686111111111,0.0047,0.0405975,6031.0,48157.5,48145.5,3.50097163114697,-76.3529290817678,((VAP1xG40287)F1XSEF10)F1XSMR155/004F1,1.56410256410256,HI,HI,LI,LI,LI,3.0,2.0,0.0,1.0,1.0,004F1,01C,01C,6.0
418,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/004F1-02C-01C:[01C, 02C]",1500.0,13,25,QINT,19110-004,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,004F1,02C,01C,VAP 1,G 40287,SEF 10,SMR 155,1479008.0,52.169,37.65,0.00088,232.854,25.629,-5.62,201.7868778,819.772,0.861,0.547,0.243,0.21,2.234,1.023,0.519,-0.542,39.98,0.65,0.205,2019-10-23,PM,INV_IZQUIERDA,418.0,0.462,900.854,2523.8,0.0043,1394.53,385.0,631.67,0.724,2491.0,305.352,32.03,0.00035,0.461,5012.6,0.65,0.64,0.64,15.0913888888889,0.0033,0.1068732,5973.5,47738.5,47744.5,3.5009666858241,-76.3529202807695,((VAP1xG40287)F1XSEF10)F1XSMR155/004F1,1.2075055187638,,LI,,HI,,1.0,1.0,3.0,2.0,1.0,004F1,02C,01C,5.0
644,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/004F1-01C-02C:[01C, 02C]",1499.0,19,3,QINT,19110-004,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,004F1,01C,02C,VAP 1,G 40287,SEF 10,SMR 155,1479458.0,58.525,31.44,0.00217,744.931,17.687,-3.77,49.834035,190.935,0.498,0.58,0.281,0.14,2.16,1.043,-0.241,0.197,43.09,1.14,1.617,2019-10-23,PM,INV_DERECHA,644.0,0.456,899.546,1162.0,0.0013,2354.65,553.0,989.33,0.765,1121.8,300.9469,27.67,0.00011,0.424,2001.8,1.14,0.73,0.72,13.4522222222222,0.0033,0.0331042,3044.0,39640.0,39652.0,3.50084720179439,-76.3529616873711,((VAP1xG40287)F1XSEF10)F1XSMR155/004F1,1.37767220902613,HI,HI,LI,LI,HI,2.0,3.0,0.0,4.0,1.0,004F1,01C,02C,6.0
725,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/004F1-03C-02C:[01C, 02C]",1503.0,22,11,QINT,19110-004,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,004F1,03C,02C,VAP 1,G 40287,SEF 10,SMR 155,1479377.0,41.792,38.87,0.00082,225.295,54.262,-7.24,131.7302046,553.372,0.788,0.529,0.263,0.207,0.212,-0.397,-8.589,9.986,37.64,0.74,0.185,2019-10-23,PM,INV_DERECHA,725.0,0.396,898.634,3692.6,0.0044,1693.23,454.0,797.0,0.732,3548.6,257.7586,31.63,0.00023,0.412,6633.8,0.74,0.73,0.69,14.1997222222222,0.0039,0.0592845,3502.0,45040.0,45043.5,3.50086082238704,-76.353003680706,((VAP1xG40287)F1XSEF10)F1XSMR155/004F1,1.12553191489362,LI,LI,,HI,,2.0,1.0,2.0,2.0,1.0,004F1,03C,02C,5.0
881,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/004F1-02C-02C:[01C, 02C]",1501.0,26,31,QINT,19110-004,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,004F1,02C,02C,VAP 1,G 40287,SEF 10,SMR 155,1504067.0,72.833,38.03,0.00056,202.802,25.641,-7.34,88.4163852,345.917,0.618,0.568,0.267,0.165,3.267,0.836,0.272,-0.108,38.76,0.32,0.114,2019-10-23,PM,INV_DERECHA,881.0,0.645,901.333,187.0,0.0049,1915.51,477.0,827.67,0.751,206.0,288.278,30.69,0.00023,0.436,447.0,0.32,0.31,0.31,14.2769444444444,0.0035,0.0663039,5491.0,17999.5,17992.5,3.5043003,-76.356312,((VAP1xG40287)F1XSEF10)F1XSMR155/004F1,1.31481481481481,,,HI,,LI,1.0,1.0,3.0,2.0,1.0,004F1,02C,02C,3.0
117,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/009F1-12C-01C:[01C, 02C]",1548.0,4,15,QINT,19110-009,3,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,009F1,12C,01C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/009F1-11C-01C:[01C, 02C]",1546.0,9,22,QINT,19110-009,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,009F1,11C,01C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
627,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/009F1-11C-02C:[01C, 02C]",1547.0,19,20,QINT,19110-009,2,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,009F1,11C,02C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/009F1-12C-02C:[01C, 02C]",1549.0,22,6,QINT,19110-009,3,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,009F1,12C,02C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/011F1-02C-03C:[01C, 02C]",1585.0,3,32,QINT,19110-011,2,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,011F1,02C,03C,VAP 1,G 40287,SEF 10,SMR 155,1478352.0,46.992,37.84,0.00036,228.635,56.235,-4.73,62.5007394,221.516,0.338,0.627,0.279,0.094,1.439,1.548,-0.518,-0.03,48.22,0.89,0.082,2019-10-23,PM,INV_IZQUIERDA,71.0,0.472,901.838,818.0,0.0044,1965.43,423.0,732.67,0.785,827.0,390.9298,33.11,7e-05,0.461,1407.0,0.89,0.89,0.87,14.0094444444444,0.0026,0.0273651,4478.0,40651.5,40660.0,3.50096940994263,-76.3528799638152,((VAP1xG40287)F1XSEF10)F1XSMR155/011F1,1.68096514745308,HI,HI,HI,LI,,1.0,3.0,1.0,4.0,2.0,011F1,02C,03C,
186,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/011F1-01C-02C:[01C, 02C]",1581.0,6,16,QINT,19110-011,4,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,011F1,01C,02C,VAP 1,G 40287,SEF 10,SMR 155,1478716.0,53.311,35.57,0.00052,239.454,53.541,-3.42,112.0038732,464.361,0.81,0.536,0.256,0.208,0.788,1.534,-1.154,0.62,41.55,0.66,0.125,2019-10-23,PM,INV_IZQUIERDA,186.0,0.46,902.517,1850.0,0.0042,1770.33,479.0,821.67,0.729,1870.8,281.9046,32.15,0.00018,0.428,3282.6,0.66,0.66,0.65,13.6569444444444,0.0035,0.0507428,5764.5,45544.0,45557.5,3.50094418041408,-76.3528756052256,((VAP1xG40287)F1XSEF10)F1XSMR155/011F1,1.1551724137931,LI,,LI,,LI,3.0,0.0,2.0,1.0,4.0,011F1,01C,02C,
194,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/011F1-02C-01C:[01C, 02C]",1583.0,6,24,QINT,19110-011,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,011F1,02C,01C,VAP 1,G 40287,SEF 10,SMR 155,1478708.0,53.011,36.77,0.00044,274.468,61.991,-4.22,72.6115968,279.168,0.855,0.578,0.228,0.195,2.898,0.528,-0.354,0.826,36.55,0.9,0.121,2019-10-23,PM,INV_IZQUIERDA,194.0,0.476,902.4,1022.0,0.0036,1633.7,450.0,689.67,0.725,1039.0,388.5026,32.55,0.00017,0.52,1820.0,0.9,0.89,0.87,13.7369444444444,0.0026,0.0660454,5684.0,44932.5,44938.5,3.5009761992842,-76.3528947159648,((VAP1xG40287)F1XSEF10)F1XSMR155/011F1,1.36643026004728,,LI,,HI,HI,1.0,2.0,2.0,2.0,1.0,011F1,02C,01C,4.0
596,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/011F1-01C-03C:[01C, 02C]",1582.0,18,18,QINT,19110-011,2,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,011F1,01C,03C,VAP 1,G 40287,SEF 10,SMR 155,1479118.0,42.424,37.61,0.00024,307.277,7.575,-7.28,37.4351319,141.238,0.64,0.589,0.251,0.16,1.282,1.046,-0.219,0.173,36.82,1.06,0.074,2019-10-23,PM,INV_DERECHA,596.0,0.428,901.086,461.0,0.0033,1840.67,463.0,757.0,0.748,473.0,205.3959,30.33,7e-05,0.481,769.0,1.06,1.05,1.04,14.7183333333333,0.0049,0.0143777,3760.0,45414.0,45418.5,3.50087176077068,-76.3529968913645,((VAP1xG40287)F1XSEF10)F1XSMR155/011F1,1.4330900243309,LI,,,HI,,1.0,1.0,3.0,2.0,2.0,011F1,01C,03C,
642,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/011F1-02C-02C:[01C, 02C]",1584.0,19,5,QINT,19110-011,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,011F1,02C,02C,VAP 1,G 40287,SEF 10,SMR 155,1479460.0,59.866,31.06,0.00035,176.572,9.538,-2.39,60.86185155,226.547,0.496,0.597,0.27,0.134,1.155,0.966,-0.368,0.402,36.31,0.49,0.062,2019-10-23,PM,INV_DERECHA,642.0,0.411,899.572,1350.8,0.0057,2075.24,487.0,837.33,0.765,1301.8,437.6345,28.67,0.00012,0.453,2326.8,0.49,0.48,0.48,13.4352777777778,0.0023,0.0525161,3370.5,44060.5,44072.5,3.50084586068988,-76.3529262319207,((VAP1xG40287)F1XSEF10)F1XSMR155/011F1,1.47772277227723,,LI,LI,LI,LI,4.0,0.0,1.0,1.0,1.0,011F1,02C,02C,3.0
765,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/011F1-01C-01C:[01C, 02C]",1580.0,23,18,QINT,19110-011,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,011F1,01C,01C,VAP 1,G 40287,SEF 10,SMR 155,1479336.0,45.645,38.35,0.00015,284.481,46.327,-10.42,29.41114995,102.603,0.516,0.637,0.239,0.123,11.782,0.063,0.778,0.159,44.69,1.23,0.043,2019-10-23,PM,INV_DERECHA,765.0,0.456,898.117,639.0,0.0035,2021.07,479.0,733.33,0.763,619.0,480.6757,27.93,2e-05,0.545,1075.0,1.23,1.23,1.24,14.5505555555556,0.0021,0.0096135,3047.5,39276.5,39290.0,3.50091006606817,-76.3530450873077,((VAP1xG40287)F1XSEF10)F1XSMR155/011F1,1.75966850828729,HI,HI,HI,,HI,0.0,4.0,1.0,4.0,1.0,011F1,01C,01C,2.0
213,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/012F1-01C-02C:[01C, 02C]",1587.0,7,26,QINT,19110-012,3,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,012F1,01C,02C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/012F1-02C-01C:[01C, 02C]",1589.0,9,4,QINT,19110-012,3,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,012F1,02C,01C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/012F1-02C-02C:[01C, 02C]",1590.0,20,27,QINT,19110-012,3,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,012F1,02C,02C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/012F1-01C-01C:[01C, 02C]",1586.0,26,29,QINT,19110-012,2,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,012F1,01C,01C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,"((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155/012F1-01C-03C:[01C, 02C]",1588.0,27,30,QINT,19110-012,1,((VAP    1xG 40287)F1 X SEF   10)F1 X SMR  155,012F1,01C,03C,VAP 1,G 40287,SEF 10,SMR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
358,"(VAP    1xG 40287)F1 X SEF   10/001F1-11C-01C:[01C, 02C]",924.0,11,17,QINT,19092-001,2,(VAP    1xG 40287)F1 X SEF   10,001F1,11C,01C,VAP 1,G 40287,SEF 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,"(VAP    1xG 40287)F1 X SEF   10/001F1-11C-02C:[01C, 02C]",925.0,27,22,QINT,19092-001,2,(VAP    1xG 40287)F1 X SEF   10,001F1,11C,02C,VAP 1,G 40287,SEF 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
